iter	RMSE
277	1.927627578
278	1.921399622
279	1.914154278
280	1.909114848
281	1.903545108
282	1.900651572
283	1.895267208
284	1.890606902
285	1.88644054
286	1.880574584
287	1.876182869
288	1.871174591
289	1.868799175
290	1.864074518
291	1.859974442
292	1.85606748
293	1.850632001
294	1.845650558
295	1.842160249
296	1.837640367
297	1.831711831
298	1.828573926
299	1.822861882
300	1.816168051
301	1.810955329
302	1.806026023
303	1.800567038
304	1.796139328
305	1.791649559
306	1.786869848
307	1.783248827
308	1.778051586
309	1.773907498
310	1.769377695
311	1.765188275
312	1.762060588
313	1.758128748
314	1.753740963
315	1.748122633
316	1.74313625
317	1.738208278
318	1.733439197
319	1.728898778
320	1.725949002
321	1.720953934
322	1.718190309
323	1.713080009
324	1.710492554
325	1.708255952
326	1.703489737
327	1.696988292
328	1.692873127
329	1.689219373
330	1.686786935
331	1.681106214
332	1.677307639
333	1.676557139
334	1.674327149
335	1.670885818
336	1.664321057
337	1.657746312
338	1.653525273
339	1.649478258
340	1.646835014
341	1.64254933
342	1.640657449
343	1.637685752
344	1.632170036
345	1.631026446
346	1.628621711
347	1.625449189
348	1.62209737
349	1.619114307
350	1.613354451
351	1.608290737
352	1.603277938
353	1.598464521
354	1.594730828
355	1.589137163
356	1.584876686
357	1.582437627
358	1.578805573
359	1.575575948
360	1.572013873
361	1.567488476
362	1.563887506
363	1.559398455
364	1.558361056
365	1.554094762
366	1.549380064
367	1.543978991
368	1.541196009
369	1.536798245
370	1.534065806
371	1.529735041
372	1.525820906
373	1.524159657
374	1.51942939
375	1.516708174
376	1.513100929
377	1.508596671
378	1.503333194
379	1.498571706
380	1.493942131
381	1.490353685
382	1.487608481
383	1.487085466
384	1.482865839
385	1.480999331
386	1.477489118
387	1.475727418
388	1.470976578
389	1.468419486
390	1.464691325
391	1.464006907
392	1.461291807
393	1.458437453
394	1.455395063
395	1.452995872
396	1.448956112
397	1.443951742
398	1.440320528
399	1.437525338
400	1.4324686
401	1.429195134
402	1.425359738
403	1.421413724
404	1.417011197
405	1.41317446
406	1.410911464
407	1.40675456
408	1.404255672
409	1.401124662
410	1.39819297
411	1.394724861
412	1.391584882
413	1.387244251
414	1.382012093
415	1.378192101
416	1.375744408
417	1.372929865
418	1.367820178
419	1.364738735
420	1.361009811
421	1.356167022
422	1.354572492
423	1.352214212
424	1.348386538
425	1.347495864
426	1.343884233
427	1.339508327
428	1.335757314
429	1.333298346
430	1.328674427
431	1.32594427
432	1.323452352
433	1.319237515
434	1.316188797
435	1.313558878
436	1.30865347
437	1.304861996
438	1.302766362
439	1.299422133
440	1.296807085
441	1.292878601
442	1.287682067
443	1.285009605
444	1.283718685
445	1.280052037
446	1.278893185
447	1.276163423
448	1.273416657
449	1.270646072
450	1.2667328
451	1.263558178
452	1.261102284
453	1.257531976
454	1.256815839
455	1.253160109
456	1.249957996
457	1.245320398
458	1.242121364
459	1.236711251
460	1.234344634
461	1.230812786
462	1.229261325
463	1.227503114
464	1.224558239
465	1.220458892
466	1.218636426
467	1.21608572
468	1.214631346
469	1.211216645
470	1.207120079
471	1.20675394
472	1.202922063
473	1.20084623
474	1.200438426
475	1.199245118
476	1.195782162
477	1.190637067
478	1.187125859
479	1.184914004
480	1.181968758
481	1.179120991
482	1.176031479
483	1.172171547
484	1.169634029
485	1.166772033
486	1.164702925
487	1.160034999
488	1.157073759
489	1.155843703
490	1.1522313
491	1.149799734
492	1.149373024
493	1.149090425
494	1.148608152
495	1.146045012
496	1.143151475
497	1.139223448
498	1.137572978
499	1.135540186
500	1.133784855
501	1.133555063
502	1.131413797
503	1.128146446
504	1.125513813
505	1.122493605
506	1.120316358
507	1.1175617
508	1.114208835
509	1.112658404
510	1.112436744
511	1.110498986
512	1.108958546
513	1.104481753
514	1.102477848
515	1.098967141
516	1.096968952
517	1.094511697
518	1.091926673
519	1.088901123
520	1.087400741
521	1.085441524
522	1.083050176
523	1.080341993
524	1.07649923
525	1.073632642
526	1.071551816
527	1.070007165
528	1.0697574
529	1.067863459
530	1.064439816
531	1.064138375
532	1.061686973
533	1.058918583
534	1.056342076
535	1.055038774
536	1.052838286
537	1.050672661
538	1.048547008
539	1.04504897
540	1.044658664
541	1.044151904
542	1.041631591
543	1.037946891
544	1.03515163
545	1.032907285
546	1.028939705
547	1.026615682
548	1.02565326
549	1.023734386
550	1.023468415
551	1.020861602
552	1.017486013
553	1.014316714
554	1.012554971
555	1.009507106
556	1.007976474
557	1.004198319
558	1.002613488
559	0.9992872545
560	0.9966494787
561	0.9934950145
562	0.9901826323
563	0.9879171486
564	0.9844648565
565	0.9820636628
566	0.9792346874
567	0.9779474426
568	0.976327008
569	0.9726736232
570	0.9723653365
571	0.9702778928
572	0.9666547317
573	0.96327212
574	0.9615364593
575	0.9613724131
576	0.9579940296
577	0.9553867307
578	0.9538122456
579	0.9508032504
580	0.9483801276
581	0.945115579
582	0.9426585093
583	0.9398540703
584	0.9378347584
585	0.9360599351
586	0.9343680346
587	0.9322077797
588	0.9316429293
589	0.9295613498
590	0.9275251144
591	0.9261787629
592	0.9246981441
593	0.9219907008
594	0.9214572807
595	0.9211303577
596	0.9205446802
597	0.9182734466
598	0.9178367129
599	0.916354142
600	0.9135578178
601	0.9116068356
602	0.9085919202
603	0.9066787955
604	0.9030758636
605	0.89922264
606	0.8972438069
607	0.8946645212
608	0.8940784246
609	0.8924580691
610	0.8909805364
611	0.8883142937
612	0.8862721602
613	0.8849406594
614	0.8815936119
615	0.8799394564
616	0.8779260451
617	0.8761126213
618	0.8751182236
619	0.8743045655
620	0.8707024617
621	0.8679438326
622	0.8657511109
623	0.8655517227
624	0.8637792962
625	0.8613807067
626	0.8580630535
627	0.8566073189
628	0.8550618651
629	0.8525726568
630	0.8516332177
631	0.8497618925
632	0.8476228437
633	0.8442163523
634	0.8425575423
635	0.8403973076
636	0.8385594247
637	0.8366430433
638	0.8358414602
639	0.8335111348
640	0.8305633795
641	0.8294797942
642	0.8271821412
643	0.8249486233
644	0.8240737795
645	0.8224005691
646	0.8217881572
647	0.8207817714
648	0.8203360636
649	0.8176187371
650	0.8159516474
651	0.8126961187
652	0.8110866508
653	0.8096305982
654	0.8092359247
655	0.8065657223
656	0.8043870245
657	0.8040491727
658	0.8020175096
659	0.800447065
660	0.7983481666
661	0.7981916029
662	0.7964240333
663	0.7948235404
664	0.7920134002
665	0.7895411165
666	0.7871403923
667	0.7869686031
668	0.7851470784
669	0.7828821136
670	0.7812990755
671	0.7790913072
672	0.7771224291
673	0.7754702283
674	0.7744177402
675	0.772309648
676	0.7703174505
677	0.7678274925
678	0.766832553
679	0.7664983829
680	0.7663999753
681	0.7639967229
682	0.7621377127
683	0.7590183833
684	0.7576313701
685	0.7574809024
686	0.7558736305
687	0.7541706108
688	0.7525546579
689	0.7502466462
690	0.7475494973
691	0.7464631923
692	0.7445813111
693	0.742956326
694	0.7411886359
695	0.7400413568
696	0.7389937922
697	0.7369210763
698	0.7338598281
699	0.7326587607
700	0.7298740659
701	0.7282143194
702	0.7263055002
703	0.7261753323
704	0.7251121544
705	0.7240579916
706	0.7223456194
707	0.7195327236
708	0.717291754
709	0.7149994394
710	0.7148972534
711	0.7134515842
712	0.7131835344
713	0.711137469
714	0.7088755561
715	0.7070004086
716	0.7055724901
717	0.7033555506
718	0.702693876
719	0.7014994144
720	0.6988648685
721	0.6975593348
722	0.6962087407
723	0.694835226
724	0.6932535271
725	0.6910325404
726	0.6906044458
727	0.6886589175
728	0.6875404443
729	0.6850919656
730	0.6838470338
731	0.6819778377
732	0.6801225676
733	0.6793643531
734	0.6792755168
735	0.6776588003
736	0.6767055807
737	0.6756256033
738	0.6739773511
739	0.6728451035
740	0.6708619776
741	0.6680867597
742	0.6666502531
743	0.6661728878
744	0.6660761504
745	0.6654113979
746	0.6651084047
747	0.6630841439
748	0.6622553331
749	0.6616884403
750	0.6615491285
751	0.6606764137
752	0.6605718768
753	0.6582636161
754	0.6566204178
755	0.6555576516
756	0.654284064
757	0.6520571192
758	0.6501491117
759	0.6483845978
760	0.6474639761
761	0.64588326
762	0.6441836729
763	0.6434933639
764	0.6413997486
765	0.6406941537
766	0.6383243568
767	0.6370393979
768	0.6353129946
769	0.6338931055
770	0.6334289751
771	0.6312044439
772	0.6291886606
773	0.6278992604
774	0.6265593328
775	0.6246830471
776	0.6233777863
777	0.6217832475
778	0.6194075567
779	0.6176202501
780	0.6160791986
781	0.615958264
782	0.6146699749
783	0.6135777853
784	0.611385633
785	0.6100291214
786	0.6088218057
787	0.6074215443
788	0.6057126444
789	0.6041945016
790	0.6024006248
791	0.6011698433
792	0.6000194656
793	0.5983488972
794	0.5961662871
795	0.5951307388
796	0.5944751001
797	0.5933063678
798	0.5915073569
799	0.5901052712
800	0.5891564108
801	0.5867142894
802	0.5853083134
803	0.5836768601
804	0.583105205
805	0.5814078167
806	0.579086414
807	0.5788317404
808	0.5775392859
809	0.5768153408
810	0.5754504887
811	0.5751768963
812	0.5734196828
813	0.5717172304
814	0.5708102004
815	0.5699507519
816	0.5693979053
817	0.5680636682
818	0.5673171139
819	0.565947608
820	0.565215318
821	0.5637585633
822	0.5636321517
823	0.5622159406
824	0.5604341699
825	0.558504751
826	0.5584275553
827	0.5566684429
828	0.5560859467
829	0.5551468923
830	0.554281253
831	0.5541358364
832	0.5527850585
833	0.5510478401
834	0.5500164895
835	0.5482482764
836	0.5471843591
837	0.5458330466
838	0.5442045468
839	0.5434630745
840	0.5420015891
841	0.5413384019
842	0.5412384344
843	0.5411627507
844	0.5394283078
845	0.5379353732
846	0.5364445748
847	0.5352034937
848	0.5336223199
849	0.5334393445
850	0.5327479537
851	0.5321942291
852	0.5314845553
853	0.5309315942
854	0.529402425
855	0.5280676924
856	0.5274006198
857	0.5272895116
858	0.5259077307
859	0.5250715416
860	0.5237230113
861	0.5218687786
862	0.5200057376
863	0.5191686439
864	0.5176012507
865	0.5171498951
866	0.5157565217
867	0.514225505
868	0.5130068907
869	0.5117090081
870	0.5102556261
871	0.5090463897
872	0.5075477414
873	0.5065998736
874	0.5060823315
875	0.5059144561
876	0.5041114497
877	0.5040507256
878	0.502892473
879	0.5019893552
880	0.5010363457
881	0.4996951028
882	0.4988564471
883	0.4978364929
884	0.496893285
885	0.4965643655
886	0.4952912903
887	0.4951367146
888	0.4949974334
889	0.4936255889
890	0.4919995765
891	0.490841816
892	0.4898263574
893	0.4890594745
894	0.4885318315
895	0.4879046165
896	0.4868175174
897	0.4853923519
898	0.485219454
899	0.4841473647
900	0.4836939033
901	0.4820392265
902	0.4813275565
903	0.4812530844
904	0.4805072812
905	0.4795236546
906	0.4781572994
907	0.4771474252
908	0.4757817283
909	0.474582725
910	0.4730495797
911	0.4717208733
912	0.4715964336
913	0.4715176101
914	0.4702382359
915	0.4697046186
916	0.4696211625
917	0.4685985918
918	0.4675387557
919	0.4666576216
920	0.4666043978
921	0.4657521123
922	0.4652865811
923	0.4649236277
924	0.4646105526
925	0.4637446306
926	0.462616222
927	0.46193664
928	0.4617835619
929	0.4608886945
930	0.4597230059
931	0.4583234268
932	0.4572537885
933	0.4564379115
934	0.4557387569
935	0.454738271
936	0.4529874968
937	0.4517312839
938	0.450553638
939	0.4500601878
940	0.4494996905
941	0.448646869
942	0.4474985133
943	0.4468474828
944	0.4460308862
945	0.4448883159
946	0.4448145555
947	0.4447099642
948	0.444596529
949	0.4435957147
950	0.4435093999
951	0.4424837848
952	0.4410039993
953	0.4401519207
954	0.4390432614
955	0.4383027887
956	0.4378778582
957	0.4378238992
958	0.4364859165
959	0.4350340447
960	0.4345372235
961	0.4336497181
962	0.432285924
963	0.4309578967
964	0.4305750813
965	0.429384451
966	0.4283700186
967	0.4275093298
968	0.4262630589
969	0.4256129226
970	0.4255674928
971	0.4246294547
972	0.4234007695
973	0.4223716895
974	0.4214348584
975	0.4199787852
976	0.4192682868
977	0.4190779267
978	0.4190134879
979	0.4180224183
980	0.4167626167
981	0.4167130113
982	0.4156159968
983	0.4145595156
984	0.4134776893
985	0.4128350175
986	0.4121516226
987	0.4120603898
988	0.4107009604
989	0.4094934418
990	0.4085726249
991	0.4074274288
992	0.40734642
993	0.4060648536
994	0.405280225
995	0.4043055832
996	0.4041465777
997	0.4032722023
998	0.4021332073
999	0.4010891224
1000	0.4010318213
1001	0.4003880441
1002	0.3990256686
1003	0.3987952181
1004	0.3976455941
1005	0.3974869946
1006	0.3967722588
1007	0.3967287874
1008	0.3962301364
1009	0.394834835
1010	0.3947809088
1011	0.3934712778
1012	0.3921730993
1013	0.3920785263
1014	0.3920382446
1015	0.3910017231
1016	0.3904681855
1017	0.3900799356
1018	0.3894485804
1019	0.3887593816
1020	0.3878164803
1021	0.3872095508
1022	0.3861203373
1023	0.3849169477
1024	0.3848724453
1025	0.3843248353
1026	0.3834896205
1027	0.3829565594
1028	0.3823176241
1029	0.3815444103
1030	0.3806859425
1031	0.379864323
1032	0.3788621024
1033	0.3775290086
1034	0.3774554383
1035	0.3766813104
1036	0.375565705
1037	0.3741992313
1038	0.3741449696
1039	0.3733215644
1040	0.3731981056
1041	0.371994026
1042	0.3712278646
1043	0.370783764
1044	0.3694941392
1045	0.3682839008
1046	0.3677282934
1047	0.366676093
1048	0.3660403523
1049	0.3653322908
1050	0.36465016
1051	0.3640131539
1052	0.3628637998
1053	0.3625792397
1054	0.3616127588
1055	0.3606493277
1056	0.3600339655
1057	0.3593271188
1058	0.3592672437
1059	0.3583742858
1060	0.35827928
1061	0.3569324421
1062	0.3559969101
1063	0.3554251638
1064	0.3543086587
1065	0.3535146915
1066	0.3530372495
1067	0.3523097255
1068	0.3519515015
1069	0.3513796304
1070	0.3508703836
1071	0.3498805629
1072	0.3497203822
1073	0.3490941571
1074	0.3482847475
1075	0.3476719417
1076	0.3468864544
1077	0.346201934
1078	0.3456946299
1079	0.3447288364
1080	0.3436505272
1081	0.3432038991
1082	0.3423259044
1083	0.3415197361
1084	0.3410486476
1085	0.3409863263
1086	0.3400079187
1087	0.3399740137
1088	0.3399062746
1089	0.33892139
1090	0.3380721058
1091	0.337033042
1092	0.3363151707
1093	0.3356995912
1094	0.3346144156
1095	0.3337177423
1096	0.3324868532
1097	0.331816043
1098	0.3312733773
1099	0.3306672977
1100	0.3301396893
1101	0.3296015902
1102	0.3285855298
1103	0.3280595784
1104	0.3271466707
1105	0.326407772
1106	0.3255625649
1107	0.3253840063
1108	0.3253529724
1109	0.3250183871
1110	0.3242486074
1111	0.3232832956
1112	0.3232220136
1113	0.3230952644
1114	0.3223707891
1115	0.3218940485
1116	0.3212258598
1117	0.3203341925
1118	0.3191882705
1119	0.3183793481
1120	0.3178686289
1121	0.3172222088
1122	0.3171745916
1123	0.3164508401
1124	0.316083319
1125	0.3159200309
1126	0.3150835363
1127	0.3142313303
1128	0.3141091587
1129	0.3136655459
1130	0.3129745226
1131	0.3124234923
1132	0.3115251249
1133	0.3114754866
1134	0.3105582991
1135	0.3098734847
1136	0.3095584531
1137	0.3086489518
1138	0.3085849769
1139	0.3080096945
1140	0.3076035826
1141	0.3068181408
1142	0.3058905267
1143	0.3051816283
1144	0.3043150676
1145	0.3039429267
1146	0.3031615246
1147	0.3030312992
1148	0.3022186353
1149	0.3021615272
1150	0.3018699116
1151	0.3017803441
1152	0.3017428971
1153	0.3014594291
1154	0.3009888381
1155	0.3004236404
1156	0.2995552271
1157	0.2984445309
1158	0.2980447666
1159	0.2978978872
1160	0.2975752767
1161	0.2975213969
1162	0.297164366
1163	0.2970594559
1164	0.2963793037
1165	0.2958914098
1166	0.2957851004
1167	0.2951983534
1168	0.2948019426
1169	0.2942991665
1170	0.2942708004
1171	0.293851337
1172	0.2930539771
1173	0.2925662051
1174	0.2913793367
1175	0.2905330432
1176	0.2898310324
1177	0.2891965758
1178	0.288387283
1179	0.2875588153
1180	0.2870932566
1181	0.2860284226
1182	0.2859693597
1183	0.2852058979
1184	0.2851438941
1185	0.2842581999
1186	0.2837712502
1187	0.2831260203
1188	0.2824146018
1189	0.2819756466
1190	0.2819489957
1191	0.2811484284
1192	0.2803824775
1193	0.2798048825
1194	0.2794392219
1195	0.2788310149
1196	0.2785025869
1197	0.2784763851
1198	0.277902468
1199	0.2775054268
1200	0.2770279524
1201	0.2769337754
1202	0.2763709733
1203	0.2758607517
1204	0.2751874463
1205	0.2742462336
1206	0.2741895585
1207	0.2740928908
1208	0.2733554005
1209	0.2733227023
1210	0.2729059301
1211	0.272321704
1212	0.2718157809
1213	0.2717880852
1214	0.2715042355
1215	0.2714347878
1216	0.2708041035
1217	0.2707773314
1218	0.2707339109
1219	0.2699244977
1220	0.2690653961
1221	0.2687034971
1222	0.2685232607
1223	0.2684907682
1224	0.2680379178
1225	0.2676907464
1226	0.2671495071
1227	0.2669439977
1228	0.2665993915
1229	0.2658747379
1230	0.2653573646
1231	0.2650764632
1232	0.2644091707
1233	0.2634394406
1234	0.2634036929
1235	0.2629693558
1236	0.2625309702
1237	0.2620265994
1238	0.2616447011
1239	0.2608651454
1240	0.2608255537
1241	0.2608020316
1242	0.2604041957
1243	0.259527455
1244	0.2594330144
1245	0.2590959399
1246	0.2588965787
1247	0.2584265076
1248	0.2582465013
1249	0.2579560033
1250	0.2574114177
1251	0.2573761083
1252	0.2566440243
1253	0.2558693304
1254	0.2552125572
1255	0.2544104725
1256	0.2543587483
1257	0.2536948493
1258	0.253103422
1259	0.2524781739
1260	0.2521068515
1261	0.2516497623
1262	0.2510351885
1263	0.2505167469
1264	0.2498605472
1265	0.2497636114
1266	0.248837688
1267	0.2484525421
1268	0.2481507785
1269	0.2476935686
1270	0.2468866125
1271	0.2463425135
1272	0.2461119827
1273	0.2453767502
1274	0.2451934778
1275	0.2450865971
1276	0.2449037052
1277	0.2445276988
1278	0.2437815033
1279	0.243516432
1280	0.2432670692
1281	0.2429389098
1282	0.2428145175
1283	0.2427263551
1284	0.2421965151
1285	0.2414217032
1286	0.2413947116
1287	0.2408355554
1288	0.2407096523
1289	0.2400936929
1290	0.2395165645
1291	0.2394792439
1292	0.2391298721
1293	0.2383640917
1294	0.2379595769
1295	0.237299196
1296	0.2365221356
1297	0.2358242478
1298	0.2354073428
1299	0.2349708837
1300	0.2342831985
1301	0.2336523332
1302	0.2329518004
1303	0.2322186758
1304	0.2314908112
1305	0.2313807262
1306	0.230993302
1307	0.2305675926
1308	0.2298425293
1309	0.2294683576
1310	0.2289081279
1311	0.2284111639
1312	0.2282854868
1313	0.2279011752
1314	0.2273525901
1315	0.227086542
1316	0.2265939393
1317	0.2265654757
1318	0.2261294058
1319	0.2256581203
1320	0.2256363006
1321	0.2251760734
1322	0.2243048049
1323	0.2242359467
1324	0.2242177231
1325	0.2240194308
1326	0.223338756
1327	0.2230790977
1328	0.2225467252
1329	0.222038074
1330	0.2216094718
1331	0.2211980666
1332	0.2211619012
1333	0.2211349447
1334	0.2206535185
1335	0.2205263062
1336	0.2200257388
1337	0.219548212
1338	0.2193745593
1339	0.2188836082
1340	0.2188610272
1341	0.2186415567
1342	0.2181983243
1343	0.2177199388
1344	0.2171018958
1345	0.2170439715
1346	0.2167564728
1347	0.2163016126
1348	0.2158354665
1349	0.2158140937
1350	0.2152711086
1351	0.214857237
1352	0.2142587166
1353	0.2134708306
1354	0.2131058388
1355	0.2130767186
1356	0.2129608728
1357	0.2125477553
1358	0.2122103642
1359	0.2117498701
1360	0.2112754901
1361	0.2112551242
1362	0.2106460288
1363	0.2104275781
1364	0.2102084481
1365	0.2098027052
1366	0.2093687814
1367	0.2090783545
1368	0.2090610118
1369	0.2086508866
1370	0.2085533843
1371	0.2081623794
1372	0.2081476577
1373	0.2078096786
1374	0.2076993707
1375	0.2071883681
1376	0.2066513604
1377	0.2063641959
1378	0.2061490121
1379	0.2059229752
1380	0.2055636813
1381	0.2053129057
1382	0.2049765825
1383	0.2043749604
1384	0.2042064102
1385	0.2041796518
1386	0.2038175284
1387	0.2033265795
1388	0.202912993
1389	0.2025649339
1390	0.2025456933
1391	0.2025296564
1392	0.2024383814
1393	0.2021073948
1394	0.2020891085
1395	0.2019155333
1396	0.201490323
1397	0.2013580727
1398	0.2013379238
1399	0.2013027271
1400	0.2011060624
1401	0.2006350594
1402	0.2000938863
1403	0.20007916
1404	0.1997999651
1405	0.1993976868
1406	0.1990146226
1407	0.198564442
1408	0.1985428933
1409	0.198253714
1410	0.1977189008
1411	0.1977035149
1412	0.1974027453
1413	0.197045005
1414	0.1966983196
1415	0.1966544035
1416	0.1966366755
1417	0.1961879557
1418	0.1957686621
1419	0.1954144836
1420	0.1954016977
1421	0.1949110915
1422	0.1941928294
1423	0.1937286058
1424	0.193242618
1425	0.1929849795
1426	0.1929677271
1427	0.1926516018
1428	0.191887378
1429	0.1913523433
1430	0.1911604624
1431	0.1906055995
1432	0.1901495371
1433	0.1901182171
1434	0.1897806772
1435	0.1894106552
1436	0.1888979911
1437	0.1884229138
1438	0.1882223117
1439	0.1878775488
1440	0.187831315
1441	0.1877557223
1442	0.187734092
1443	0.1872670787
1444	0.1867808548
1445	0.1866711705
1446	0.1864095319
1447	0.1860410135
1448	0.185645977
1449	0.1852000406
1450	0.1849060386
1451	0.1848938219
1452	0.1845516397
1453	0.1843802634
1454	0.1839554827
1455	0.1835974657
1456	0.1831645674
1457	0.1825793826
1458	0.1823687366
1459	0.1820460526
1460	0.1820296008
1461	0.1817423929
1462	0.1815573011
1463	0.1812739827
1464	0.1812580983
1465	0.181008471
1466	0.1809012451
1467	0.1804973046
1468	0.1804204646
1469	0.180316664
1470	0.1800598537
1471	0.1800376376
1472	0.1795911508
1473	0.1795571866
1474	0.1791299065
1475	0.1790979509
1476	0.1786772028
1477	0.17846682
1478	0.1781906878
1479	0.1778795178
1480	0.177831964
1481	0.1773555794
1482	0.1769956016
1483	0.1766638883
1484	0.1764958069
1485	0.1760720122
1486	0.1755259801
1487	0.1749991881
1488	0.1749343465
1489	0.1744652122
1490	0.1744462835
1491	0.1740682697
1492	0.1738133597
1493	0.1734253613
1494	0.1732911084
1495	0.17324718
1496	0.1732317667
1497	0.1731087666
1498	0.1729013435
1499	0.1726662256
