DeltaG,TPSA,MolecularWeight,Complexity,Charge,HBondDonorCount,HBondAcceptorCount,HeavyAtomCount,MolLogP,iso2vec-0,iso2vec-1,iso2vec-2,iso2vec-3,iso2vec-4,iso2vec-5,iso2vec-6,iso2vec-7,iso2vec-8,iso2vec-9
-15.38,-1.086204058361581,-0.7670204730902143,-0.6844105339628324,0.0863224468409811,-1.0057451101066417,-0.8097677896413421,-0.6842476727906172,0.3468600023632246,-1.0477309605740306,-1.18764416585979,0.07915059209375296,0.8016691913776747,-0.5325292826964608,0.1905554906616991,-0.2518877268242266,-0.7234879619302573,0.11630046651237033,-0.96964645668981
-19.97,-1.3421785334591974,-0.8914419020940635,-0.9383481186396901,0.0863224468409811,-1.0057451101066417,-1.3384636149901197,-0.8322420933014988,0.7465093054508884,-1.7011652867179279,-0.3653268895966898,-2.118104932203729,-0.39502230189064697,-0.14096003879411081,-0.7865026243484764,-0.42536485886043296,1.0037141112288308,-0.3608847022554899,-0.7714891466192164
-14.62,-0.7811423870643132,-0.7041391492316633,-0.9836956611781744,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-0.6842476727906172,0.3065922031372031,-0.4167955831883744,-0.22774593390048678,-2.15099062121125,-0.006665111812006062,-0.2584447895633548,-1.187942722233814,0.2015037750151041,0.7015734490801423,0.045826497065502764,-0.9561103394110952
-18.47,-0.7811423870643132,-0.6831787079454799,-1.092253613299042,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-0.6842476727906172,0.14806785849185514,-0.6574462798190146,0.7054571311646896,-1.4434953351038837,-0.45589647800958033,0.3421545870236082,0.4477966609811646,0.5679475805904814,1.1519279190233769,-0.08235064537713233,-0.9432626393156743
-16.07,-0.8687782853642556,-0.7041391492316633,-0.9883806144024467,0.0863224468409811,-1.0057451101066417,-0.8097677896413421,-0.6842476727906172,0.2913799234295948,-1.0328596516594628,2.012692459270436,0.16717098723135224,-1.3857599609811269,0.7164838864224498,1.26876095536017,1.1522998579040624,-0.05850848608116176,-1.055903585344311,-0.35388049267215294
-18.0,-1.3421785334591974,-0.8914419020940632,-1.001065445267019,0.0863224468409811,-1.0057451101066417,-1.3384636149901197,-0.8322420933014988,0.8608423217148582,-0.9683531007388406,-0.22527905465785378,-1.4602322385961723,-0.015880047990794923,-0.09012493994698048,-0.6789441814050764,0.10824145976946038,0.5294658719394474,0.0507180516331309,-0.22516966963499074
-19.47,-1.3421785334591974,-0.8914419020940632,-0.8544973590168596,0.0863224468409811,-1.0057451101066417,-1.3384636149901197,-0.8322420933014988,0.5329867187857258,-1.5003272193129602,0.4819590137343256,-0.8171859218062815,-0.18958183834482745,0.034847453721453356,0.2876872292207906,-0.19273033838127837,-0.4191291103414988,-0.5735051130795802,-0.2342713078161229
-20.89,-1.3421785334591974,-0.8914419020940635,-0.896669663979026,0.0863224468409811,-1.0057451101066417,-1.3384636149901197,-0.8322420933014988,0.5329867187857258,-1.350638820412018,0.453693229428179,-0.40112489902075066,-0.9639058927131353,0.45669251500934294,-0.7858227017238822,0.08195142703938989,-0.20398172160342584,-0.15624165748719768,0.05028129361066935
-14.38,-0.8687782853642556,-0.7250995905178469,-0.8160413181559599,0.0863224468409811,-1.0057451101066417,-0.8097677896413421,-0.6842476727906172,0.33557125181097236,-1.0965647178055173,1.392888065117349,-0.5469311742218466,-1.023101079989663,0.6696794233412818,0.5672083517291068,0.9646486209874107,0.36063229215564824,-0.6130228765889154,-0.39511185436419893
-15.14,-0.8687782853642556,-0.9338202546151371,-0.7196613241907167,0.0863224468409811,-1.0057451101066417,-0.8097677896413421,-0.8322420933014988,-0.2241855743531472,-0.8255516185977143,-1.5739818169027862,0.3892665279778748,0.9732819016687592,-0.6743071638239073,-0.4185142998878603,-0.5224112839203386,-0.9713505133282647,0.3070446014545053,-0.8218435952357921
-13.81,-0.5251679119666968,-0.6006781615139983,-0.5205291495984377,0.0863224468409811,-0.07590529132880323,-0.28107196429256437,-0.5362532522797355,-0.06545472817330716,-0.40852075004129446,-0.8292011252843577,-0.5172049611136291,0.7932487447699835,-0.8901921477835889,0.7618964307332247,-0.34634542448089556,-0.5651181239449665,-0.11781864248500912,-1.256959704981363
-13.73,-0.5251679119666968,-0.600678161513998,-0.4820024738374029,0.0863224468409811,-0.07590529132880323,-0.28107196429256437,-0.5362532522797355,0.14421316318132976,-0.18865544977542695,-0.8515950701979674,0.3005785581346452,0.6366909134453484,-0.5640700702241995,0.6579895640088653,0.20268725205497945,-0.9962476288563847,0.10077653031562588,-1.7169561545686882
-16.96,-1.086204058361581,-0.7670204730902143,-0.7218543497623726,0.0863224468409811,-1.0057451101066417,-0.8097677896413421,-0.6842476727906172,0.13719211100858736,-1.4021508480678224,-1.2017313930512525,-0.9099833383770747,1.0046278379673426,-0.9136901858523087,0.26345959950129244,-0.9474893120994506,-0.18878276431980068,-0.1366938188709682,-0.36042640939773424
-18.06,-0.7811423870643132,-0.7460600318040305,-0.6215522425026831,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-0.6842476727906172,0.4127477586352727,-0.7440857735004037,-0.3133611083475603,-1.8012621758600327,0.4108893160387172,-0.6209639770458375,0.5824855205899587,-0.26812596598505506,0.2508707897807625,-0.44730396561310565,-1.163131051091518
-14.47,-1.3421785334591974,-0.18320564218655178,-0.4486959647221899,0.0863224468409811,-1.0057451101066417,-1.3384636149901197,-0.0922699907470906,1.4086908927232487,-1.106812291830477,0.6617528358303741,-0.5863864008220513,-1.0709904309364644,0.4851043367471777,-0.3024099570425362,0.29798919462302415,-0.042487655611919216,-0.2668491916531227,-0.12317999568175918
-10.3,-0.7811423870643132,-1.1835780525202482,-0.9999460074120118,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.1282309343232622,-0.7196515894452928,-0.45811032157994613,-1.656042369833964,-0.5015126026844453,1.1270442048248719,-1.2215091669026794,-0.27266250280588333,-1.4619348299903119,-0.4810571014255663,-0.2451659849323762,0.0005014696276817056
-21.01,-1.3421785334591974,-0.8914419020940632,-0.8894838523453,0.0863224468409811,-1.0057451101066417,-1.3384636149901197,-0.8322420933014988,0.5329867187857258,-1.2415082807017752,0.40027159039892485,-1.0511867889311324,-0.8335825133713787,0.13978195513930902,-0.8908144367594384,0.23133523619026206,-0.3192793170242618,-0.4028266428152946,0.34962752184765794
-18.9,-0.8687782853642556,-0.7250995905178469,-0.7442035015353885,0.0863224468409811,-1.0057451101066417,-0.8097677896413421,-0.6842476727906172,0.12204866514581036,0.007724422589205187,1.0371378921846797,-0.9046681668851749,-0.4764486576178164,0.40000457349907764,-0.03254586930552363,0.5395048713755898,0.023086675141613444,-0.3482836775119263,-0.8243156277121949
-19.5,-0.7811423870643132,-0.7460600318040305,-0.6215522425026831,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-0.6842476727906172,0.41274775863527297,-0.9349593001251417,-0.3836858055224425,-1.7334724587536157,0.26753516488500817,-0.5174440175180329,0.11880787984190197,-0.5047624902118323,0.3745807821470122,-0.4109836327356549,-0.5914549717223764
-20.26,-1.3421785334591974,-0.8914419020940632,-0.8544973590168596,0.0863224468409811,-1.0057451101066417,-1.3384636149901197,-0.8322420933014988,0.5329867187857258,-1.3656098971325696,0.4845854118842467,-0.6192421311882592,-0.44326570227897444,-0.04643393908500596,0.4174795966691955,-0.11954104233956438,-0.5585116387165967,-0.7165361456917315,-0.07088075029742631
-25.43,-1.3421785334591974,-0.18320564218655147,-0.4702533996233678,0.0863224468409811,-1.0057451101066417,-1.3384636149901197,-0.0922699907470906,1.7214030497896033,-1.2180041645619186,1.1612668138737405,0.7916069628733732,-1.4262058504579724,0.5537538203993473,0.8013453525447964,0.6354881360871774,-0.6672881755405795,-0.7323164035536145,-0.361296792600827
-19.95,-0.7811423870643132,-0.6831787079454795,-1.120996859833946,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-0.6842476727906172,0.3626917866743102,-0.635967724392283,0.5631970985727961,-2.96940432213776,0.400756505254214,0.6875460301502584,-1.3638701131647868,1.1215223615995402,2.0202571827065205,0.6458310562612142,-0.9751603956387405
-19.39,-1.3421785334591974,-0.9124023433802467,-0.8273054094855559,0.0863224468409811,-1.0057451101066417,-1.3384636149901197,-0.8322420933014988,0.6153945978171675,-1.0614108656701586,-0.6600399412503187,-1.9345457942667514,0.514500999395777,-0.5484662253235306,-0.002599999377032874,-0.666365983264587,0.5790294622316431,-0.3368670145088252,-0.36827204869339836
-15.91,-1.086204058361581,-0.7041391492316633,-0.9452480091496235,0.0863224468409811,-1.0057451101066417,-0.8097677896413421,-0.6842476727906172,0.35773574984649237,-0.5873611032673896,1.1320688592473347,-1.0623867330195909,-0.963422511205307,0.3644483245799446,-0.3990097540791248,0.5115894604839382,0.4363231170856152,-0.3647995686178084,-0.6993533289828234
-15.53,-0.7811423870643132,-0.7041391492316633,-0.9836956611781744,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-0.6842476727906172,0.30769354465449616,-0.7016179600815924,0.24516290245878533,-1.4367033739454405,-0.04011515448135531,0.30097587700417017,-1.1794847505972312,0.8737540207628536,0.38732067837892376,0.24603400139135503,-1.2946117671190407
-22.79,-0.8687782853642556,-0.16270267084907472,-0.38017842205857555,0.0863224468409811,-1.0057451101066417,-0.8097677896413421,-0.0922699907470906,1.1562771837286805,-0.05920468215701302,0.6316628944748202,-0.7435916903084452,-0.026355924197448064,0.8261985683871469,-0.43598491872190226,1.0745056469512275,0.4179315551755335,0.4549756333403068,-0.8003601434297828
