DeltaG,TPSA,MolecularWeight,Complexity,Charge,HBondDonorCount,HBondAcceptorCount,HeavyAtomCount,MolLogP
-8.16,-1.3421785334591974,-1.0667360688029204,-1.4948070376235305,0.0863224468409811,-1.0057451101066417,-1.3384636149901197,-1.7202086163667887,-0.16381829243652993
-12.1,-0.5351517484818801,-0.3821114964752317,0.16946413479603134,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-0.24026441125797224,0.3949748598999581
-3.26,-0.7811423870643132,-1.6830936483304695,-1.5047050889548568,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.7202086163667887,-1.2635766312983263
-3.6,-0.7811423870643132,-1.6830936483304695,-1.4948070376235305,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.7202086163667887,-1.2646779728156192
-11.8,0.41608600838141835,-0.47621514433299383,-0.043000850926155916,0.0863224468409811,-0.07590529132880323,0.2476238610562133,-0.3882588317688539,-1.190681589622502
-14.1,-0.6205690164451151,-0.8191720472427426,-0.1796795878976414,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-0.6842476727906172,0.13602193564646392
-3.82,-0.220106240669429,-1.516751336754253,-1.4791256996685422,0.0863224468409811,0.8539345274490353,-0.28107196429256437,-1.572214195855907,-1.9709132207796947
-25.0,-1.2523240048225477,0.5763400312860973,0.6425871945916747,0.0863224468409811,-1.0057451101066417,-0.8097677896413421,0.7956965323181993,1.3382738694613332
-8.39,-1.086204058361581,-1.558214749377914,-1.4688688411087545,0.0863224468409811,-1.0057451101066417,-0.8097677896413421,-1.572214195855907,-0.9826657105438048
-6.74,-0.7811423870643132,-1.558214749377914,-1.4135024875059337,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.572214195855907,-1.165488402414427
-6.9,1.375366300215281,-0.74700616283431,-1.1491284215287718,0.0863224468409811,2.7136141650047123,1.3050155117537687,-0.8322420933014988,-3.416974632985279
-6.99,-0.7811423870643132,-1.5372543080917305,-1.4835992716046678,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.572214195855907,-0.99505580261335
-6.79,-0.7811423870643132,-1.5372543080917305,-1.4602805044649647,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.572214195855907,-0.9961571441306429
-9.25,-0.7811423870643132,-1.5372543080917305,-1.4602805044649647,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.572214195855907,-1.0942453730145423
-9.59,-0.7811423870643132,-1.5372543080917305,-1.454856025069764,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.572214195855907,-0.9961571441306429
-16.6,-1.3421785334591974,-0.009159120792347914,-0.1308279807785197,0.0863224468409811,-1.0057451101066417,-1.3384636149901197,-0.5362532522797355,1.0396038167404626
-3.65,-0.220106240669429,-1.370911996515514,-1.4606393116934262,0.0863224468409811,0.8539345274490353,-0.28107196429256437,-1.4242197753450254,-1.7023923920947184
-17.6,-1.3421785334591974,-0.617157476711717,-0.1796795878976414,0.0863224468409811,-1.0057451101066417,-1.3384636149901197,-0.6842476727906172,0.8733700814740646
-11.87,-0.7811423870643132,-1.4123754091391751,-1.3898830374081863,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.4242197753450254,-0.8969675737294506
-13.1,-0.7811423870643132,-0.9712912022319057,-0.9320202385932503,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.1282309343232622,-0.12306865629669218
-10.29,-0.7811423870643132,-1.3914149678529912,-1.4664225983170882,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.4242197753450254,-0.7265349739283735
-13.1,-0.7811423870643132,-0.9712912022319057,-0.9185468417800141,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.1282309343232622,-0.12306865629669249
-13.7,-0.7811423870643132,-0.9712912022319057,-0.9939978639341368,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.1282309343232622,-0.12306865629669249
-8.51,-0.7811423870643132,-1.3914149678529912,-1.4332985901685862,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.4242197753450254,-0.7276363154456664
-7.71,-0.7811423870643132,-1.3914149678529912,-1.440484401802312,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.4242197753450254,-0.7276363154456664
-13.7,-0.6824133370808338,-0.715253589576371,0.08070343451351304,0.0863224468409811,-1.0057451101066417,-0.8097677896413421,-0.5362532522797355,0.3352821496626829
-11.87,-0.7811423870643132,-1.3914149678529912,-1.440484401802312,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.4242197753450254,-0.8257245443295659
-13.8,-0.229258090808347,-0.9857950790147559,-1.1517428148796598,-2.3307060647064897,-1.0057451101066417,-0.28107196429256437,-0.9802365138123804,-1.3132058334213381
-10.9,-0.7811423870643132,-1.3914149678529915,-1.4024933284371126,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.4242197753450254,-0.7276363154456664
-13.0,1.0625394227395377,1.0439470981740493,1.4061133685836136,0.0863224468409811,0.8539345274490353,0.776319686404991,0.9436909528290809,-0.39041930961954496
-11.3,2.848536843788996,1.9288395375922487,2.0141453778932443,0.0863224468409811,2.7136141650047123,1.3050155117537687,1.8316574758943707,-1.0555607522196273
-12.84,-0.7811423870643132,-1.3914149678529912,-1.4332985901685862,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.4242197753450254,-0.8257245443295659
-11.7,2.257549187848561,1.491279928698876,1.7981347939710384,0.0863224468409811,1.7837743462268738,1.3050155117537687,1.3876742143617258,-1.178222663708126
-12.1,2.5703760653243055,1.876376052111057,2.237680967321879,0.0863224468409811,1.7837743462268738,1.8337113371025464,1.5356686348726074,-1.1696872669491052
-10.96,-0.7811423870643132,-1.3914149678529912,-1.4340162046255092,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.4242197753450254,-0.8268258858468587
-12.1,2.257549187848561,1.6371192689376155,1.855807337958779,0.0863224468409811,1.7837743462268738,1.3050155117537687,1.5356686348726074,-0.9097018350231492
-12.6,1.9447223103728182,1.7308070350238258,2.448414441225862,0.0863224468409811,0.8539345274490353,2.3624071624513237,1.683663055383489,-0.6406303355795269
-13.0,1.0625394227395377,1.4814651188902666,1.6302129961781495,0.0863224468409811,0.8539345274490353,0.776319686404991,1.3876742143617258,0.31595360603419237
-13.0,1.0625394227395377,1.4814651188902666,1.623027184544424,0.0863224468409811,0.8539345274490353,0.776319686404991,1.3876742143617258,0.31595360603419237
-6.97,-0.220106240669429,-1.2250726562767749,-1.4327894414611024,0.0863224468409811,0.8539345274490353,-0.28107196429256437,-1.2762253548341438,-1.4338715634097416
-13.4,1.7841489397536203,1.6375767388863212,1.6422856642571,0.0863224468409811,1.7837743462268738,1.3050155117537687,1.5356686348726074,-0.31532158490913453
-10.9,1.0625394227395377,1.835141374461748,2.4137301545242593,0.0863224468409811,0.8539345274490353,0.776319686404991,1.8316574758943707,0.45128094497155813
-16.98,-1.3421785334591974,0.14481070808021831,-1.0011836755678627,0.0863224468409811,-1.0057451101066417,-1.3384636149901197,-1.1282309343232622,0.6795339744305127
-13.4,0.8187674144938119,1.3146653373653425,1.683472873125013,0.0863224468409811,-0.07590529132880323,0.776319686404991,1.2396797938508441,-0.05568032220733249
-12.6,1.6235755691344216,1.2102894097502646,1.4688953322139155,0.0863224468409811,1.7837743462268738,1.3050155117537687,1.0916853733399625,-1.0977558991009135
-14.6,1.5004415854471609,2.241010792362915,3.42074369651875,0.0863224468409811,1.7837743462268738,0.776319686404991,2.2756407374270156,0.7825782401422302
-14.61,-0.7811423870643132,0.3111530196564346,-0.9062169726014913,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-0.9802365138123804,0.4768871352486175
-12.6,1.0625394227395377,1.335625778651527,1.5664192423524312,0.0863224468409811,0.8539345274490353,0.776319686404991,1.2396797938508441,0.047432777349215395
-21.8,-0.229258090808347,-0.5273166170123551,-1.1268711812508707,-2.3307060647064897,-1.0057451101066417,-0.28107196429256437,-0.5362532522797355,-0.23912251868143225
-11.82,-0.7811423870643132,-0.6131650117048246,-0.9062169726014913,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-0.9802365138123804,0.3266916858277976
-22.9,-0.30774213896937147,-0.5168363963692633,-1.1268711812508707,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-0.5362532522797355,0.6796028082753439
-12.27,-0.14578212438973107,-0.6697977119458178,-0.6453375427634718,0.0863224468409811,-1.0057451101066417,-0.28107196429256437,-0.8322420933014988,0.01638871333052184
-13.0,2.4328209844484463,4.063123995104752,5.025156657968405,0.0863224468409811,1.7837743462268738,2.3624071624513237,3.903579363046714,1.2258682008526258
-15.5,-0.7811423870643132,-1.3914149678529912,-1.4024933284371126,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.4242197753450254,-0.8257245443295659
-11.18,-1.3421785334591974,-1.3087168775800229,-1.041715135495585,0.0863224468409811,-1.0057451101066417,-1.3384636149901197,-1.2762253548341438,-0.27443428107963597
-13.1,0.20420681122586168,0.2933220887011745,0.15449317600121984,0.0863224468409811,-0.07590529132880323,0.2476238610562133,0.20371885027467268,0.7023868109143406
-14.28,-1.3421785334591974,-0.6754744981274925,-1.041715135495585,0.0863224468409811,-1.0057451101066417,-1.3384636149901197,-1.2762253548341438,0.15467590759561245
-20.4,-0.9963495297249312,0.6178034439097594,0.2459828353804263,0.0863224468409811,-1.0057451101066417,-0.28107196429256437,0.7956965323181993,1.1443000947281197
-23.5,-0.9963495297249312,0.5968430026235744,0.6631671404547501,0.0863224468409811,-1.0057451101066417,-0.28107196429256437,0.7956965323181993,1.19633848142021
-16.71,-1.3421785334591974,-0.18681341655475878,-1.041715135495585,0.0863224468409811,-1.0057451101066417,-1.3384636149901197,-1.2762253548341438,0.04598726660776846
-9.87,-0.7811423870643132,-1.1423745660038065,-0.9939978639341368,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.1282309343232622,-0.4770811202615305
-15.4,-0.220106240669429,0.7738734757286592,0.8411614850589956,0.0863224468409811,0.8539345274490353,-0.28107196429256437,0.9436909528290809,0.9555576922020478
-10.44,-0.229258090808347,-1.1106739779673114,-1.2758956447797558,-2.3307060647064897,-1.0057451101066417,-0.28107196429256437,-1.1282309343232622,-1.313205833421338
-14.33,-0.7811423870643132,-0.5091321865512762,-0.9185468417800141,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.1282309343232622,-0.04797093158628239
-15.12,-0.7811423870643132,-0.5091321865512762,-0.9939978639341368,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.1282309343232622,-0.04797093158628239
-16.73,-0.7811423870643132,-0.020471104978542494,-0.9185468417800141,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.1282309343232622,-0.15665957257412605
-17.0,-0.220106240669429,-0.7255570604665534,-0.7930850554338109,0.0863224468409811,0.8539345274490353,-0.28107196429256437,-0.6842476727906172,-0.6245232158891183
-17.0,-0.7811423870643132,-0.020471104978542494,-0.9939978639341368,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.1282309343232622,-0.15665957257412605
-11.64,-0.14578212438973107,-1.0279239024728992,-0.7778151528289248,0.0863224468409811,-1.0057451101066417,-0.28107196429256437,-0.9802365138123804,-0.4333716287939684
-22.5,-1.162469476185898,0.6075727523295973,0.4759746606703595,0.0863224468409811,-1.0057451101066417,-0.28107196429256437,0.7956965323181993,1.1361777010380845
-14.76,0.41525402200515327,-0.8615815908966824,-0.6552355940947981,0.0863224468409811,-0.07590529132880323,0.2476238610562133,-0.8322420933014988,-0.636018467975863
-21.0,-1.008551996576822,0.5763400312860979,0.6713304411265786,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,0.7956965323181993,1.3677347550489187
-12.72,-1.3421785334591974,-1.495759704335203,-1.265001170498975,0.0863224468409811,-1.0057451101066417,-1.3384636149901197,-1.4242197753450254,-0.3701821592392879
-15.9,0.025884397913004082,0.20078839453101813,0.5991295434759457,0.0863224468409811,0.8539345274490353,-0.28107196429256437,0.3517132707855543,1.0468589039856295
-11.72,-0.220106240669429,-1.1630750811827706,-1.0011836755678627,0.0863224468409811,0.8539345274490353,-0.28107196429256437,-1.1282309343232622,-0.7754758376030769
-18.3,0.5015032763446534,0.2525240869119949,0.31683473146396074,0.0863224468409811,-0.07590529132880323,0.2476238610562133,0.3517132707855543,-0.8134721199496823
-17.9,-1.086204058361581,-0.6631020154238425,-0.1308279807785197,0.0863224468409811,-1.0057451101066417,-0.8097677896413421,-0.5362532522797355,0.4295294500050232
-14.18,0.5758273926243512,-0.8718122824768435,-0.6525233543971978,0.0863224468409811,-0.07590529132880323,0.2476238610562133,-0.8322420933014988,-0.7209594324970782
-15.79,1.0478409967588511,-0.517449821982301,-0.29711202011799887,0.0863224468409811,0.8539345274490353,0.2476238610562133,-0.6842476727906172,-1.5888165481238874
-13.5,0.9410694118048073,0.8669166250689644,1.1209671895170972,0.0863224468409811,-0.07590529132880323,1.3050155117537687,0.7956965323181993,0.8193355132818814
-15.27,-0.7811423870643132,-1.266536068900436,-1.3577674678752536,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.2762253548341438,-0.6284467450444743
-13.31,-0.7811423870643132,-1.2455756276142522,-1.439616445866367,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.2762253548341438,-0.4580141452433972
-11.3,-0.7811423870643132,-1.2455756276142524,-1.4044050021546601,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.2762253548341438,-0.45911548676069014
-11.36,-0.7811423870643132,-1.2455756276142524,-1.3703777589041803,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.2762253548341438,-0.45911548676069014
-16.2,-1.3421785334591974,-0.8294443270000588,-0.1970493719864859,0.0863224468409811,-1.0057451101066417,-1.3384636149901197,-0.6842476727906172,0.6359070835767483
-11.64,-0.7811423870643132,-1.2455756276142524,-1.403386704739693,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.2762253548341438,-0.5583050571618823
-9.8,-0.220106240669429,-1.0172357409440318,-0.9210977445764267,0.0863224468409811,0.8539345274490353,-0.28107196429256437,-0.9802365138123804,-0.5631784933759038
-15.7,-0.7811423870643132,-1.2455756276142522,-1.3450166941667028,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.2762253548341438,-0.5583050571618823
-16.2,-1.3421785334591974,-0.9752836672387982,-0.549818258822759,0.0863224468409811,-1.0057451101066417,-1.3384636149901197,-0.8322420933014988,0.4236097393495742
-24.8,-0.229258090808347,-0.3823610255381624,0.16227832316230537,-2.3307060647064897,-1.0057451101066417,-0.28107196429256437,-0.24026441125797224,-0.7517969949812799
-15.0,-0.14716876835017312,-0.5279508367139709,0.11877365375862485,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-0.3882588317688539,-0.19665203642082454
-9.65,-0.220106240669429,-1.0792333160380359,-1.4103386302573444,0.0863224468409811,0.8539345274490353,-0.28107196429256437,-1.1282309343232622,-1.1653507347247656
-18.8,1.830462848032387,0.6686137993490338,1.1686742940413046,-4.7477345762539604,-1.0057451101066417,1.8337113371025464,0.3517132707855543,-1.0850904716520446
-13.9,1.830462848032387,0.6686137993490338,1.1848423702171875,-4.7477345762539604,-1.0057451101066417,1.8337113371025464,0.3517132707855543,-1.0850904716520449
-13.36,0.8886542701000949,-0.5703603803679107,-0.5043032999255009,0.0863224468409811,-0.07590529132880323,0.2476238610562133,-0.5362532522797355,-0.6411121724933426
-19.4,0.24414215728659486,-0.15333493394488212,0.5152144232592898,-2.3307060647064897,-1.0057451101066417,0.2476238610562133,-0.24026441125797224,-0.33074036615123564
-12.7,3.4167835387781786,1.4905625326429492,2.3564597335193675,-7.164763087801432,-1.0057451101066417,3.419798813148879,0.9436909528290809,-1.839440577152854
-10.16,-0.8687782853642556,-1.2045384938064316,-0.9235295624236234,0.0863224468409811,-1.0057451101066417,-0.8097677896413421,-1.1282309343232622,-0.4992456182970502
-14.6,-0.229258090808347,-0.5282003657769017,0.13045059766342954,-2.3307060647064897,-1.0057451101066417,-0.28107196429256437,-0.3882588317688539,-0.7028561313065762
-17.6,-0.7811423870643132,-0.8089413556625817,-0.1796795878976414,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-0.6842476727906172,0.22096290016767936
-12.13,-0.30774213896937147,-1.0381961822302155,-0.7926959248038602,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-0.9802365138123804,-0.5779227029386621
-15.4,-0.7811423870643132,-0.8089413556625817,-0.16081683235911073,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-0.6842476727906172,0.22096290016767875
-12.5,-0.6128038102666391,-0.3718808048950705,0.16227832316230537,0.0863224468409811,-1.0057451101066417,-0.28107196429256437,-0.24026441125797224,0.3721908572609614
-9.99,-0.30774213896937147,-1.0381961822302155,-0.8025939761351865,0.0863224468409811,-0.07590529132880323,-0.28107196429256437,-0.9802365138123804,-0.7018924574789447
-14.3,-0.6128038102666391,-0.3718808048950705,0.18114107870083646,0.0863224468409811,-1.0057451101066417,-0.28107196429256437,-0.24026441125797224,0.3721908572609614
-14.8,-0.8687782853642556,-0.6840624567100263,-0.04047580959169851,0.0863224468409811,-1.0057451101066417,-0.8097677896413421,-0.5362532522797355,0.29454628029181185
-12.54,0.25329400742551283,-0.8718538706539986,-0.6701163660697336,0.0863224468409811,0.8539345274490353,-0.28107196429256437,-0.8322420933014988,-0.7805695421205568
-14.6,-0.051767663871754896,-0.20553849331885424,0.2403729698671351,0.0863224468409811,-0.07590529132880323,-0.28107196429256437,-0.0922699907470906,0.054247327987465566
-11.93,-1.3421785334591974,-1.349920364096464,-1.0565959074705205,0.0863224468409811,-1.0057451101066417,-1.3384636149901197,-1.2762253548341438,-0.15788481501211435
-13.24,-1.086204058361581,-1.1835780525202482,-0.9999460074120118,0.0863224468409811,-1.0057451101066417,-0.8097677896413421,-1.1282309343232622,-0.36426244858383855
-13.68,-0.7811423870643132,-1.1835780525202477,-1.0088786359090722,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.1282309343232622,-0.360531654194009
-12.61,-0.5251679119666968,-1.0172357409440318,-0.8818121476962992,0.0863224468409811,-0.07590529132880323,-0.28107196429256437,-0.9802365138123804,-0.5669092877657331
-12.05,-0.5251679119666968,-1.0172357409440318,-0.8198345223554128,0.0863224468409811,-0.07590529132880323,-0.28107196429256437,-0.9802365138123804,-0.5669092877657332
-12.34,-0.220106240669429,-1.0172357409440318,-0.8818121476962992,0.0863224468409811,0.8539345274490353,-0.28107196429256437,-0.9802365138123804,-0.9222984286271874
-10.04,1.9402850496994035,0.7877535298541823,0.9315379950173486,0.0863224468409811,1.7837743462268738,1.3050155117537687,0.20371885027467268,-1.7729470830462948
-12.5,-0.8479786259576237,-1.0167366828181703,-1.0063170822590108,0.0863224468409811,-1.0057451101066417,-0.28107196429256437,-0.9802365138123804,-0.37252250996353536
-16.27,-0.7811423870643132,-1.0997362873755132,-1.418033590598554,0.0863224468409811,-0.07590529132880323,-0.8097677896413421,-1.1282309343232622,-0.1894933165584207
-18.44,-1.3421785334591974,-0.9125998872217342,-0.5227628199938638,0.0863224468409811,-1.0057451101066417,-0.8097677896413421,-0.9802365138123804,0.46594255392052
-12.7,-0.19154137508432117,0.38854861734212504,0.3434773167195836,0.0863224468409811,0.8539345274490353,0.2476238610562133,0.499707691296436,0.24305856435836842
-18.7,1.2877304019153388,1.356742175602043,0.1604697193453656,0.0863224468409811,1.7837743462268738,0.776319686404991,1.3876742143617258,0.706723343138682
-10.9,-0.6128038102666391,-0.7053140152362957,-0.5514914205399144,0.0863224468409811,-1.0057451101066417,-0.28107196429256437,-0.6842476727906172,-0.32585316316824864
-14.27,-0.6128038102666391,-0.5342306514643949,-0.6134690458808012,0.0863224468409811,-1.0057451101066417,-0.28107196429256437,-0.6842476727906172,0.02815930079658954
-15.92,1.8867605928263373,0.9186523174499426,1.024440391775669,0.0863224468409811,0.8539345274490353,2.3624071624513237,0.7956965323181993,-0.9275986346791595
-13.93,-0.6128038102666391,-0.5342306514643951,-0.5514914205399144,0.0863224468409811,-1.0057451101066417,-0.28107196429256437,-0.6842476727906172,0.02815930079658954
-18.0,1.3748116426311043,0.6486514743145729,0.7548989170404856,0.0863224468409811,0.8539345274490353,1.8337113371025464,0.3517132707855543,-0.509983698090656
-15.3,-0.6128038102666391,-0.07207163578376535,-0.6134690458808012,0.0863224468409811,-1.0057451101066417,-0.28107196429256437,-0.6842476727906172,0.10325702550699994
-14.6,2.1122289007942268,-0.08034768303763541,0.07559126117224965,0.0863224468409811,1.7837743462268738,0.2476238610562133,-0.24026441125797224,-2.0605348867494047
-14.44,1.3748116426311043,0.44012835405877,0.8226113210028188,0.0863224468409811,0.8539345274490353,1.3050155117537687,0.3517132707855543,-0.7271407117628846
